hh_type,hh_id
Two or more non-family adults,HHA1_11492
Couple with no children,HHA1_11493
Live alone,HHA1_11494
Couple with no children,HHA1_11495
Couple with no children,HHA1_11496
Couple with independent children only,HHA1_11497
Couple with no children,HHA1_11498
Live alone,HHA1_11499
Live alone,HHA1_11500
Couple with independent children only,HHA1_11501
Live alone,HHA1_11502
Households containing two or more families,HHA1_11503
Lone parent with independent children only,HHA1_11504
Two or more non-family adults,HHA1_11505
Couple with independent children only,HHA1_11506
Couple with no children,HHA1_11507
Lone parent with independent children only,HHA1_11508
Live alone,HHA1_11509
Live alone,HHA1_11510
Couple with independent children only,HHA1_11511
Other,HHA1_11512
Lone parent with independent children only,HHA1_11513
Other,HHA1_11514
Couple with no children,HHA1_11515
Live alone,HHA1_11516
Live alone,HHA1_11517
Lone parent with independent children only,HHA1_11519
Couple with no children,HHA1_11520
Couple with independent children only,HHA1_11521
Other,HHA1_11522
Couple with no children,HHA1_11523
Couple with no children,HHA1_11524
Live alone,HHA1_11525
Live alone,HHA1_11526
Live alone,HHA1_11527
Couple with independent children only,HHA1_11528
Live alone,HHA1_11529
Couple with independent children only,HHA1_11530
Other,HHA1_11531
Couple with independent children only,HHA1_11532
Couple with independent children only,HHA1_11533
Lone parent with independent children only,HHA1_11534
Couple with no children,HHA1_11535
Live alone,HHA1_11536
Lone parent with independent children only,HHA1_11537
Couple with independent children only,HHA1_11538
Lone parent with independent children only,HHA1_11539
Couple with dependent children,HHA1_11540
Couple with independent children only,HHA1_11541
Couple with no children,HHA1_11542
Couple with no children,HHA1_11543
Lone parent with dependent children,HHA1_11544
Couple with no children,HHA1_11545
Couple with no children,HHA1_11546
Couple with independent children only,HHA1_11547
Live alone,HHA1_11548
Couple with no children,HHA1_11549
Couple with dependent children,HHA1_11550
Other,HHA1_11551
Live alone,HHA1_11552
Lone parent with independent children only,HHA1_11553
Couple with independent children only,HHA1_11554
Lone parent with independent children only,HHA1_11555
Lone parent with independent children only,HHA1_11556
Couple with no children,HHA1_11557
Couple with dependent children,HHA1_11558
Two or more non-family adults,HHA1_11559
Couple with independent children only,HHA1_11560
Couple with no children,HHA1_11562
Live alone,HHA1_11563
Couple with dependent children,HHA1_11564
Couple with independent children only,HHA1_11565
Other,HHA1_11566
Two or more non-family adults,HHA1_11567
Couple with no children,HHA1_11568
Couple with no children,HHA1_11569
Couple with no children,HHA1_11570
Live alone,HHA1_11571
Live alone,HHA1_11572
Live alone,HHA1_11573
Couple with independent children only,HHA1_11574
Live alone,HHA1_11575
Live alone,HHA1_11576
Couple with no children,HHA1_11577
Couple with dependent children,HHA1_11578
Live alone,HHA1_11579
Couple with no children,HHA1_11580
Two or more non-family adults,HHA1_11581
Couple with dependent children,HHA1_11582
Live alone,HHA1_11583
Couple with no children,HHA1_11584
Couple with dependent children,HHA1_11585
Couple with independent children only,HHA1_11586
Live alone,HHA1_11587
Couple with independent children only,HHA1_11588
Two or more non-family adults,HHA1_11589
Couple with independent children only,HHA1_11590
Couple with independent children only,HHA1_11591
Live alone,HHA1_11592
Couple with no children,HHA1_11593
Couple with no children,HHA1_11594
Couple with dependent children,HHA1_11595
Couple with independent children only,HHA1_11596
Live alone,HHA1_11597
Couple with no children,HHA1_11598
Couple with no children,HHA1_11599
Couple with dependent children,HHA1_11600
Couple with dependent children,HHA1_11601
Live alone,HHA1_11602
Couple with independent children only,HHA1_11603
Lone parent with dependent children,HHA1_11604
Two or more non-family adults,HHA1_11605
Couple with no children,HHA1_11606
Couple with no children,HHA1_11607
Couple with independent children only,HHA1_11608
Couple with no children,HHA1_11609
Couple with dependent children,HHA1_11610
Couple with dependent children,HHA1_11611
Couple with no children,HHA1_11612
Couple with independent children only,HHA1_11613
Live alone,HHA1_11614
Other,HHA1_11615
Couple with dependent children,HHA1_11616
Live alone,HHA1_11617
Live alone,HHA1_11618
Couple with no children,HHA1_11619
Couple with no children,HHA1_11620
Other,HHA1_11621
Other,HHA1_11622
Couple with independent children only,HHA1_11623
Live alone,HHA1_11624
Live alone,HHA1_11625
Couple with independent children only,HHA1_11626
Couple with independent children only,HHA1_11627
Couple with independent children only,HHA1_11628
Other,HHA1_11629
Couple with dependent children,HHA1_11630
Couple with independent children only,HHA1_11631
Couple with no children,HHA1_11632
Couple with no children,HHA1_11634
Couple with independent children only,HHA1_11635
Couple with no children,HHA1_11636
Couple with independent children only,HHA1_11637
Other,HHA1_11638
Couple with dependent children,HHA1_11639
Couple with no children,HHA1_11640
Lone parent with independent children only,HHA1_11641
Live alone,HHA1_11642
Lone parent with dependent children,HHA1_11643
Two or more non-family adults,HHA1_11644
Couple with dependent children,HHA1_11645
Couple with no children,HHA1_11646
Couple with no children,HHA1_11647
Couple with no children,HHA1_11648
Lone parent with dependent children,HHA1_11649
Households containing two or more families,HHA1_11650
Couple with independent children only,HHA1_11651
Couple with independent children only,HHA1_11652
Couple with dependent children,HHA1_11653
Live alone,HHA1_11654
Two or more non-family adults,HHA1_11655
Other,HHA1_11656
Lone parent with dependent children,HHA1_11657
Lone parent with independent children only,HHA1_11658
Couple with independent children only,HHA1_11659
Couple with independent children only,HHA1_11660
Live alone,HHA1_11661
Couple with independent children only,HHA1_11662
Live alone,HHA1_11663
Couple with dependent children,HHA1_11664
Couple with no children,HHA1_11665
Couple with no children,HHA1_11666
Live alone,HHA1_11667
Lone parent with independent children only,HHA1_11668
Couple with dependent children,HHA1_11669
Couple with independent children only,HHA1_11670
Couple with independent children only,HHA1_11671
Live alone,HHA1_11672
Couple with no children,HHA1_11673
Live alone,HHA1_11674
Couple with no children,HHA1_11675
Lone parent with independent children only,HHA1_11676
Couple with dependent children,HHA1_11677
Two or more non-family adults,HHA1_11678
Couple with independent children only,HHA1_11679
Couple with no children,HHA1_11680
Couple with dependent children,HHA1_11681
Couple with no children,HHA1_11682
Two or more non-family adults,HHA1_11683
Two or more non-family adults,HHA1_11685
Couple with independent children only,HHA1_11686
Couple with no children,HHA1_11687
Lone parent with dependent children,HHA1_11688
Lone parent with independent children only,HHA1_11689
Couple with dependent children,HHA1_11690
Other,HHA1_11691
Two or more non-family adults,HHA1_11692
Other,HHA1_11693
Two or more non-family adults,HHA1_11694
Couple with dependent children,HHA1_11695
Couple with no children,HHA1_11696
Couple with dependent children,HHA1_11697
Couple with no children,HHA1_11698
Couple with no children,HHA1_11699
Couple with independent children only,HHA1_11700
Couple with no children,HHA1_11701
Couple with no children,HHA1_11702
Couple with dependent children,HHA1_11703
Couple with no children,HHA1_11704
Couple with dependent children,HHA1_11705
Couple with no children,HHA1_11706
Couple with no children,HHA1_11707
Couple with dependent children,HHA1_11708
Couple with dependent children,HHA1_11709
Lone parent with independent children only,HHA1_11710
Couple with dependent children,HHA1_11711
Couple with dependent children,HHA1_11712
Live alone,HHA1_11713
Couple with dependent children,HHA1_11714
Couple with dependent children,HHA1_11715
Couple with dependent children,HHA1_11716
Live alone,HHA1_11717
Couple with dependent children,HHA1_11718
Live alone,HHA1_11719
Couple with no children,HHA1_11720
Couple with dependent children,HHA1_11721
Lone parent with dependent children,HHA1_11722
Other,HHA1_11723
Live alone,HHA1_11724
Households containing two or more families,HHA1_11725
Couple with independent children only,HHA1_11726
Other,HHA1_11727
Couple with dependent children,HHA1_11728
Other,HHA1_11729
Couple with dependent children,HHA1_11730
Couple with dependent children,HHA1_11731
Couple with independent children only,HHA1_11732
Couple with no children,HHA1_11733
Other,HHA1_11734
Couple with independent children only,HHA1_11735
Two or more non-family adults,HHA1_11736
Couple with independent children only,HHA1_11737
Couple with no children,HHA1_11738
Live alone,HHA1_11739
Couple with dependent children,HHA1_11740
Two or more non-family adults,HHA1_11741
Lone parent with independent children only,HHA1_11742
Live alone,HHA1_11743
Couple with no children,HHA1_11744
Other,HHA1_11745
Live alone,HHA1_11746
Other,HHA1_11747
Couple with no children,HHA1_11748
Couple with no children,HHA1_11749
Couple with independent children only,HHA1_11750
Couple with no children,HHA1_11751
Couple with independent children only,HHA1_11752
Couple with no children,HHA1_11753
Couple with dependent children,HHA1_11754
Couple with no children,HHA1_11755
Couple with dependent children,HHA1_11756
Couple with no children,HHA1_11757
Couple with dependent children,HHA1_11758
Live alone,HHA1_11759
Couple with no children,HHA1_11760
Households containing two or more families,HHA1_11761
Couple with no children,HHA1_11762
Couple with independent children only,HHA1_11763
Couple with dependent children,HHA1_11764
Couple with no children,HHA1_11765
Other,HHA1_11766
Live alone,HHA1_11767
Two or more non-family adults,HHA1_11768
Live alone,HHA1_11769
Other,HHA1_11770
Couple with no children,HHA1_11771
Live alone,HHA1_11772
Lone parent with independent children only,HHA1_11773
Couple with dependent children,HHA1_11774
Live alone,HHA1_11775
Couple with no children,HHA1_11776
Couple with independent children only,HHA1_11777
Couple with no children,HHA1_11778
Couple with independent children only,HHA1_11779
Couple with no children,HHA1_11780
Live alone,HHA1_11781
Other,HHA1_11782
Live alone,HHA1_11783
Lone parent with independent children only,HHA1_11784
Two or more non-family adults,HHA1_11785
Live alone,HHA1_11786
Couple with no children,HHA1_11787
Couple with dependent children,HHA1_11788
Couple with independent children only,HHA1_11789
Live alone,HHA1_11790
Couple with no children,HHA1_11791
Couple with independent children only,HHA1_11792
Households containing two or more families,HHA1_11793
Lone parent with dependent children,HHA1_11794
Couple with no children,HHA1_11795
Other,HHA1_11796
Other,HHA1_11797
Live alone,HHA1_11798
Couple with no children,HHA1_11799
Couple with no children,HHA1_11800
Live alone,HHA1_11801
Couple with dependent children,HHA1_11802
Couple with dependent children,HHA1_11803
Other,HHA1_11804
Couple with no children,HHA1_11805
Couple with dependent children,HHA1_11806
Couple with no children,HHA1_11807
Lone parent with independent children only,HHA1_11808
Live alone,HHA1_11809
Households containing two or more families,HHA1_11810
Couple with dependent children,HHA1_11811
Live alone,HHA1_11812
Couple with dependent children,HHA1_11813
Other,HHA1_11814
Couple with no children,HHA1_11815
Couple with no children,HHA1_11816
Other,HHA1_610704
Couple with no children,HHA1_610921
Couple with independent children only,HHA1_611297
Couple with no children,HHA1_611331
